ID,Price
169_#19,46.863687478229664
169_#20,47.62202989278896
169_#21,48.04804607598404
169_#22,48.12968175688591
169_#23,48.984256979761355
169_#24,48.61787985567848
169_#25,47.136059141629566
169_#26,45.83045935117567
169_#27,45.964568772590674
169_#28,45.335842135027264
169_#29,45.90251964765988
169_#30,46.13565397222621
169_#31,46.445270700178355
169_#32,47.36184513283568
169_#33,47.494142076511054
169_#34,47.46156336710238
169_#35,48.36427708214762
169_#36,50.2527477761374
169_#37,48.45192896401227
169_#38,48.1524059834908
169_#39,49.06968577029562
169_#40,48.73790806496445
169_#41,47.836753567162916
169_#42,47.25257035912167
169_#43,47.6890327131265
169_#44,46.532116332415534
169_#45,46.363255393993796
169_#46,46.172716192472585
169_#47,46.60055822570936
169_#48,47.37226924595709
169_#49,45.77170176961342
169_#50,44.46003330179594
169_#51,44.926526618130815
169_#52,46.027453606995195
169_#53,46.36271293570796
169_#54,46.549949621312
169_#55,47.41700790818973
169_#56,46.29865560195285
169_#57,46.518750822995784
169_#58,47.6710569118177
169_#59,47.86074601344681
169_#60,47.19958966745298
169_#61,45.545043674514616
169_#62,45.33288884832625
169_#63,45.45961106188974
169_#64,44.660863346105685
169_#65,43.08073033823667
169_#66,43.19278386859238
169_#67,42.380343872880076
169_#68,42.42431195076921
169_#69,41.926024758498464
169_#70,41.24564746911574
169_#71,41.035623018036304
169_#72,41.16482226195646
169_#73,41.12243558784606
169_#74,41.22798506725357
169_#75,42.66925745529281
169_#76,42.80748468887447
169_#77,42.80621248143083
169_#78,41.19422700274442
169_#79,41.937134980710724
169_#80,41.86451226756132
169_#81,41.60682530180469
169_#82,40.91879045233201
169_#83,41.27448338307942
169_#84,43.83342583752494
169_#85,40.86502094525242
169_#86,38.167476745996815
169_#87,37.83180593611671
169_#88,36.876192608468294
169_#89,36.386964904202436
169_#90,37.566732277182204
169_#91,37.56772846618918
169_#92,37.30944637136746
169_#93,37.79206721005596
169_#94,37.540336276000815
169_#95,34.627314853935886
169_#96,34.96847830434351
169_#97,34.48672587868542
169_#98,33.757418690002915
169_#99,33.10317502272645
169_#100,32.51943190268986
168_#1,9.569312987350356
168_#2,9.536100619318402
168_#3,9.538857056474185
168_#4,9.735546849078235
168_#5,9.72001057083246
168_#6,9.73947085811401
168_#7,9.782411279611763
168_#8,9.712470699220967
168_#9,9.731950577686343
168_#10,9.741409019946246
168_#11,9.728329503683204
168_#12,9.829353944020912
168_#13,9.747012460749122
168_#14,9.754148202358357
168_#15,9.787691359938536
168_#16,9.718343361718125
168_#17,9.79066209782685
168_#18,9.844768846485394
168_#19,9.805082783462119
168_#20,9.878775994810468
168_#21,9.823294595485283
168_#22,9.992442920263935
168_#23,10.014256282655357
168_#24,9.99149700661254
168_#25,10.114692667704064
168_#26,10.069530167177454
168_#27,10.129057472147878
168_#28,10.225194024449017
168_#29,10.280374516203501
168_#30,10.282465606748572
168_#31,10.25266981281644
168_#32,10.137059389011624
168_#33,10.118364741447051
168_#34,10.249048079573054
168_#35,10.234042857001267
168_#36,10.196338984502185
168_#37,10.217584872539474
168_#38,10.204366966441276
168_#39,10.76623214072235
168_#40,11.001182658160118
168_#41,11.007219252820239
168_#42,10.917019072528905
168_#43,10.78890284002719
168_#44,10.608945445424363
168_#45,10.806605423543807
168_#46,10.753363554052415
168_#47,10.948888423596953
168_#48,11.101024174785456
168_#49,11.037638178619943
168_#50,11.014687869701353
168_#51,10.939388057607685
168_#52,10.947675426328946
168_#53,11.090286379240482
168_#54,10.96732642526311
168_#55,10.928473322652753
168_#56,10.869011927255148
168_#57,10.928118934763178
168_#58,10.842807623958965
168_#59,10.699249353678521
168_#60,10.79958378326955
168_#61,10.971964509898692
168_#62,11.036576231757588
168_#63,11.139654479614308
168_#64,10.977414621119042
168_#65,10.998122694313938
168_#66,11.01885700563591
168_#67,11.08700215144628
168_#68,11.104052180513435
168_#69,10.987838722361058
168_#70,11.153438288568308
168_#71,11.027817913167983
168_#72,10.956613128992359
168_#73,11.026567684278147
168_#74,11.374341073380737
168_#75,11.593391178118749
168_#76,11.506592974472138
168_#77,11.574193382572332
168_#78,11.521793544596598
168_#79,11.365542674890929
168_#80,11.249189622087346
168_#81,11.074721306193139
168_#82,11.291715972256855
168_#83,11.430581287503111
168_#84,11.568238780021781
168_#85,11.577103144032417
168_#86,11.695257699439944
168_#87,11.708496647579427
168_#88,11.448469516337992
168_#89,11.235100708679477
168_#90,10.951480096532633
168_#91,10.91189666681475
168_#92,11.024939537514033
168_#93,11.257597978165972
168_#94,11.315320708883505
168_#95,11.23941939358572
168_#96,11.359603944553767
168_#97,11.346113103281908
168_#98,11.298711625624156
168_#99,11.357561316029047
168_#100,11.531642793569102
791_#1,8.93568468591198
791_#2,8.824043427946739
791_#3,8.627079397574914
791_#4,8.822393405174603
791_#5,8.890958705293485
791_#6,8.833919600460796
791_#7,9.111451655754912
791_#8,9.228750288691277
791_#9,9.074088883307077
791_#10,9.127065977418336
791_#11,9.168723835052816
791_#12,9.19701566699177
791_#13,9.236823978716643
791_#14,9.264316229296128
791_#15,9.39844858817538
791_#16,9.466271553113653
791_#17,9.408960145598929
791_#18,9.496058743448089
791_#19,9.548754120495776
791_#20,9.715561575595068
791_#21,9.623841062579867
791_#22,9.72001128596716
791_#23,9.62554221621857
791_#24,9.659204464507667
791_#25,9.84468345477551
791_#26,9.814686278299082
791_#27,9.836836931795549
791_#28,9.862791902911962
791_#29,9.908627293716208
791_#30,9.898311413878744
791_#31,9.941574216704563
791_#32,9.846544668692815
791_#33,9.792942763598795
791_#34,9.91646202454837
791_#35,9.652262871773914
791_#36,9.68780382520881
791_#37,9.772866628195143
791_#38,9.915986859675403
791_#39,10.077023489569669
791_#40,9.943218886816638
791_#41,9.969240032579247
791_#42,9.870200207823945
791_#43,9.938543653124214
791_#44,9.992898378121062
791_#45,10.7505280336168
791_#46,10.611169020967374
791_#47,10.812260256025848
791_#48,10.83462942833685
791_#49,10.893403715136433
791_#50,10.93685548417934
791_#51,10.945529951184085
791_#52,10.902802645716527
791_#53,10.792582742765138
791_#54,10.93614019028509
791_#55,10.863689106917612
791_#56,11.113441331635872
791_#57,11.135057230063708
791_#58,11.385724651525152
791_#59,11.236724459826544
791_#60,11.12562223398109
791_#61,11.038121475680942
791_#62,10.981259767017615
791_#63,10.793907445650664
791_#64,10.750373308431225
791_#65,10.715410643662267
791_#66,10.675017560437773
791_#67,10.844598134178494
791_#68,10.920924259509412
791_#69,10.817540534791767
791_#70,10.917453561098714
791_#71,10.966520768129353
791_#72,11.02939513396025
791_#73,10.959592005278143
791_#74,10.998488875606654
791_#75,10.985304049380513
791_#76,10.820571471395521
791_#77,10.711713757914637
791_#78,10.59083928044075
791_#79,10.431682431597817
791_#80,10.530016122785607
791_#81,10.265178783406476
791_#82,10.298188554209606
791_#83,10.504822289788887
791_#84,10.51206792285791
791_#85,10.570316174000151
791_#86,10.403739112157204
791_#87,10.388108532163475
791_#88,10.705910389627885
791_#89,10.556880520965393
791_#90,10.44997160619328
791_#91,10.44756054628148
791_#92,10.506645310692345
791_#93,10.726685120655677
791_#94,10.47550000083093
791_#95,10.40283559605745
791_#96,10.517420962410615
791_#97,10.43546593952351
791_#98,10.58465750911743
791_#99,10.693987750934138
791_#100,10.595755920300256
552_#1,8.116936721178984
552_#2,8.497788154571378
552_#3,8.498829718582446
552_#4,8.31925434731536
552_#5,8.998071212721655
552_#6,8.831981098805457
552_#7,8.83374555172881
552_#8,9.137340837984057
552_#9,9.210384359971211
552_#10,9.420811075424236
552_#11,9.805188414225913
552_#12,9.672088869850146
552_#13,9.409073966677735
552_#14,9.472826403754102
552_#15,10.200970346656568
552_#16,10.179179762623935
552_#17,10.124727164202646
552_#18,10.17058963766836
552_#19,10.451948385234079
552_#20,10.361507451076001
552_#21,10.904955260092343
552_#22,11.053393304911562
552_#23,10.89582392449865
552_#24,11.021608971215556
552_#25,11.365191920160491
552_#26,11.626664764369085
552_#27,12.344321370679399
552_#28,12.408668347116393
552_#29,12.49081841412179
552_#30,12.948270429316231
552_#31,13.367154213040266
552_#32,13.437936464597929
552_#33,13.159607965536434
552_#34,11.933038340373166
552_#35,11.98689490986844
552_#36,12.11871962546072
552_#37,11.986294982511108
552_#38,12.037816867693628
552_#39,11.931270283854186
552_#40,11.552851678070244
552_#41,11.55474939711786
552_#42,12.490407647347642
552_#43,12.785939610537362
552_#44,12.642858836955664
552_#45,12.718117649767468
552_#46,12.940601003622326
552_#47,12.565257197138607
552_#48,12.458145841408477
552_#49,12.465421681505006
552_#50,12.382534783448047
552_#51,11.885318231598536
552_#52,11.703894988277415
552_#53,11.370856505803197
552_#54,11.392671020852653
552_#55,11.629193786000325
552_#56,12.218295704119516
552_#57,13.428227177938847
552_#58,13.91760634910709
552_#59,13.908789718994523
552_#60,13.554806683404134
552_#61,13.484777816771206
552_#62,13.231588633353223
552_#63,13.388433398618066
552_#64,12.684858471368635
552_#65,12.753848534710144
552_#66,12.90214756167936
552_#67,12.862860238022499
552_#68,13.927936970641834
552_#69,14.510767589703423
552_#70,14.700722785693653
552_#71,15.273900981586337
552_#72,14.826437373007312
552_#73,14.829424255088593
552_#74,14.586605291723675
552_#75,14.483801535377363
552_#76,14.016670684752363
552_#77,14.867272913382386
552_#78,14.450684932908658
552_#79,14.770768597335536
552_#80,15.159471755381286
552_#81,14.79508364618773
552_#82,15.53549028517407
552_#83,16.706786755965247
552_#84,16.367467571544747
552_#85,15.911342354267212
552_#86,15.185865281897222
552_#87,15.366813214643365
552_#88,15.522298294080226
552_#89,14.757551671536078
552_#90,14.832263448085346
552_#91,15.652166658078002
552_#92,15.737758802462324
552_#93,15.461463452866195
552_#94,15.454126914636358
552_#95,15.691669466938539
552_#96,15.193216587995426
552_#97,15.109099448502931
552_#98,14.738603820365931
552_#99,14.276283541906096
552_#100,14.625788350028952
234_#1,23.495907568840657
234_#2,23.109283956129325
234_#3,22.904930337997747
234_#4,22.283723671163017
234_#5,22.383574195217818
234_#6,22.269150223348298
234_#7,22.307366364485304
234_#8,22.32732010571017
234_#9,22.62067138079346
234_#10,22.4715000163868
234_#11,22.97896956425945
234_#12,22.762446956927505
234_#13,22.68348136692127
234_#14,22.605348153791063
234_#15,23.01513190906875
234_#16,22.7226429707121
234_#17,23.095410263714
234_#18,23.189534304401228
234_#19,23.49871202975995
234_#20,23.253770904785178
234_#21,24.032419136457136
234_#22,24.38628574187763
234_#23,24.166838486943213
234_#24,24.489766472254495
234_#25,24.836716413168595
234_#26,24.536842395708632
234_#27,24.434723618530917
234_#28,24.313854678484788
234_#29,24.615000020332744
234_#30,24.500108821962883
234_#31,24.371450560213844
234_#32,24.20591622524332
234_#33,23.9778485942622
234_#34,24.444728065030787
234_#35,25.205899274696186
234_#36,25.11284145400669
234_#37,25.65037055042076
234_#38,25.945319895904454
234_#39,25.561631948815524
234_#40,25.90506031377589
234_#41,25.50924210127645
234_#42,25.733760981662712
234_#43,25.740343387433796
234_#44,25.469405164900785
234_#45,26.2726004637383
234_#46,26.978241885107252
234_#47,26.848492679087947
234_#48,27.37585083264655
234_#49,27.756450761962434
234_#50,28.085976022419416
234_#51,27.74078482350763
234_#52,27.40081195346235
234_#53,26.710348634344093
234_#54,26.72813474475476
234_#55,26.892321817513782
234_#56,27.088160249423574
234_#57,26.559931414647963
234_#58,26.64905618639061
234_#59,26.851010695051805
234_#60,28.42394671121454
234_#61,28.183727060493197
234_#62,27.964744099172165
234_#63,27.854686978829108
234_#64,28.011745857125383
234_#65,27.63179657881745
234_#66,27.773748246227647
234_#67,28.096643245076095
234_#68,28.243163678998187
234_#69,29.268139496351402
234_#70,30.132800005104194
234_#71,29.365039386244824
234_#72,29.45948986674143
234_#73,29.72231290216127
234_#74,28.706478904637684
234_#75,31.005036624092938
234_#76,31.723297583212016
234_#77,30.753037083314986
234_#78,30.46150566490728
234_#79,30.618147938137966
234_#80,30.56899021517016
234_#81,30.89986819669044
234_#82,30.907869592238306
234_#83,31.227840194892188
234_#84,31.70631920131006
234_#85,30.569916799014685
234_#86,31.22119987537743
234_#87,30.733518515045276
234_#88,31.19077871222506
234_#89,30.344748195989403
234_#90,31.104680799083056
234_#91,30.637882981287774
234_#92,29.53397951351323
234_#93,30.299717446133677
234_#94,30.684479030250735
234_#95,30.543448904600908
234_#96,31.170509467841477
234_#97,31.548895267109728
234_#98,30.776502523949212
234_#99,30.22566071254211
234_#100,30.47713305119545
546_#1,38.30667922839491
546_#2,38.25397652509305
546_#3,37.68718387064533
546_#4,37.130654791391876
546_#5,37.34887633480051
546_#6,37.39322915026534
546_#7,36.75199005905294
546_#8,36.62685066201527
546_#9,36.686227255179986
546_#10,36.47947568151874
546_#11,35.51920760040703
546_#12,35.69734150704586
546_#13,37.26771284849361
546_#14,37.70182368286529
546_#15,37.01485366112555
546_#16,36.338266331793065
546_#17,37.12690888635632
546_#18,38.12041764306184
546_#19,37.50371103020619
546_#20,37.63967329237599
546_#21,38.18123983583462
546_#22,37.60141473587012
546_#23,36.83760827155902
546_#24,36.798082309376625
546_#25,36.2987434181387
546_#26,36.47433848589374
546_#27,36.496893383186915
546_#28,36.39954646720106
546_#29,36.187424203198006
546_#30,36.31635443001156
546_#31,36.030546008261766
546_#32,35.693181934582086
546_#33,35.89084415767725
546_#34,35.716005780371695
546_#35,36.192447051757696
546_#36,38.56489256746228
546_#37,39.320602728313695
546_#38,40.28582616858432
546_#39,40.777673240581244
546_#40,40.4897635691669
546_#41,40.2518021966859
546_#42,40.433755179201356
546_#43,40.37709675413171
546_#44,40.456698057572986
546_#45,41.255664611812676
546_#46,41.51296901908185
546_#47,42.343552523585046
546_#48,41.90787708260795
546_#49,42.774358841754434
546_#50,42.20115253785154
546_#51,41.86896769065926
546_#52,41.79021448547532
546_#53,42.46258778852746
546_#54,43.3312695588621
546_#55,44.07683688453244
546_#56,43.7952470694332
546_#57,43.12056025655686
546_#58,42.01368274992228
546_#59,42.331905890735044
546_#60,42.91158480896162
546_#61,43.25968206015565
546_#62,42.05821095300485
546_#63,42.018328658358236
546_#64,42.52727708107784
546_#65,42.410747052508455
546_#66,42.44094947106732
546_#67,42.2476928802505
546_#68,42.12050252310536
546_#69,41.835198824024275
546_#70,41.03489391714331
546_#71,40.715158376019346
546_#72,40.72824690523049
546_#73,40.64798913638917
546_#74,41.791546363492344
546_#75,41.91109031191334
546_#76,41.780617047581075
546_#77,41.40308191110337
546_#78,41.267429162514524
546_#79,40.97180343429697
546_#80,40.7821817870002
546_#81,39.78768947873682
546_#82,40.72736807135654
546_#83,40.675970253340964
546_#84,40.44108025651772
546_#85,40.082342177320214
546_#86,40.28273002447225
546_#87,40.61247037269281
546_#88,40.59660980952452
546_#89,40.28403942594768
546_#90,40.835817751507065
546_#91,41.44972782696863
546_#92,42.181095653228944
546_#93,41.394281054242384
546_#94,41.52491678082073
546_#95,41.95013702863647
546_#96,42.863358351630254
546_#97,42.8438517827014
546_#98,42.92961275904568
546_#99,41.27935703382231
546_#100,42.25266479082573
355_#1,174.0030188456443
355_#2,170.69676909524304
355_#3,171.61307663322884
355_#4,172.1137695187474
355_#5,171.4262948692673
355_#6,173.4241661266046
355_#7,178.2144215154137
355_#8,179.99595550243512
355_#9,183.6036850577512
355_#10,180.51917753295535
355_#11,179.14291872826985
355_#12,178.47133856389317
355_#13,183.0202977296854
355_#14,183.81805788265424
355_#15,180.36937322455657
355_#16,177.1905424691855
355_#17,176.86849462475197
355_#18,175.71505432046337
355_#19,179.6123597201381
355_#20,181.12836369998269
355_#21,186.75235159577971
355_#22,181.80188885090473
355_#23,178.86516069504884
355_#24,178.44670890653666
355_#25,177.2300423752624
355_#26,179.0665447521664
355_#27,176.41481622108043
355_#28,179.3477286951795
355_#29,181.54162911235363
355_#30,180.99971911722804
355_#31,180.52567169913584
355_#32,180.43472846027302
355_#33,182.24459845156758
355_#34,183.86229566779332
355_#35,181.49095069227684
355_#36,181.56892500403634
355_#37,182.50071690522577
355_#38,183.90865237059492
355_#39,184.0160958777512
355_#40,186.32668522823644
355_#41,185.7393365282459
355_#42,185.0258744339704
355_#43,184.7102935502021
355_#44,186.06259799423503
355_#45,185.85801179219555
355_#46,186.96220330323897
355_#47,189.352459151081
355_#48,188.17198200340073
355_#49,188.62789544358287
355_#50,189.40445046819173
355_#51,192.8189796235936
355_#52,195.7310793481543
355_#53,195.76367580239955
355_#54,194.5577097764545
355_#55,193.00179887852502
355_#56,192.98261095827158
355_#57,191.5856238548231
355_#58,189.74152207883316
355_#59,184.07612012496244
355_#60,188.3413949597379
355_#61,192.45987385755748
355_#62,198.12076931059994
355_#63,200.6314905145155
355_#64,202.93357983342997
355_#65,201.80326270594736
355_#66,202.7286428743546
355_#67,203.17949721665286
355_#68,198.5458836817551
355_#69,198.62883772316607
355_#70,197.35195684667616
355_#71,202.26964836959263
355_#72,202.23538327343374
355_#73,203.8373210594287
355_#74,204.15802472273708
355_#75,203.11686277119856
355_#76,206.4497102868505
355_#77,203.63690607832848
355_#78,201.43718949903726
355_#79,201.82380707310426
355_#80,203.6766521206806
355_#81,202.84264426414455
355_#82,201.45888985376908
355_#83,198.38916983485294
355_#84,195.24695642569768
355_#85,195.43150261109815
355_#86,196.91238824539005
355_#87,197.2629584658896
355_#88,198.26210801391179
355_#89,197.89502685755795
355_#90,196.966089174432
355_#91,198.59704792527802
355_#92,199.94014406629017
355_#93,197.04155991353613
355_#94,198.2333939658675
355_#95,199.67084388105954
355_#96,203.02121655558645
355_#97,203.82081754446648
355_#98,200.9279251637842
355_#99,194.99975687628393
355_#100,195.88547590598756
433_#1,1900.3870969369343
433_#2,1903.6849715008925
433_#3,1917.9423556438223
433_#4,1905.9815056957439
433_#5,1911.8222676591172
433_#6,1907.7766205025391
433_#7,1896.412346071121
433_#8,1897.823173309008
433_#9,1909.9125123673757
433_#10,1874.9113307031837
433_#11,1880.8819688704264
433_#12,1894.6744413246304
433_#13,1897.5041545656295
433_#14,1930.941117542814
433_#15,1962.9695743098011
433_#16,1901.857306848807
433_#17,1957.9635172096298
433_#18,1983.7621029048005
433_#19,1994.7024699967806
433_#20,1965.1101594583465
433_#21,1936.92103860389
433_#22,1936.71108973237
433_#23,1912.9633542177994
433_#24,1906.4542036634239
433_#25,1906.0888969668918
433_#26,1910.5715594204148
433_#27,1969.6675728342357
433_#28,1956.1439803169267
433_#29,1951.4359172218299
433_#30,1960.8104441220796
433_#31,1971.4844039977827
433_#32,1965.397423938709
433_#33,1985.1019141216307
433_#34,1989.217908610602
433_#35,1994.0750663282731
433_#36,2014.294079090318
433_#37,2009.394331070041
433_#38,2058.0445854946565
433_#39,2030.808639157257
433_#40,2038.0848856975476
433_#41,2029.3067299538852
433_#42,2051.4465644289876
433_#43,2066.487062876731
433_#44,2082.514660503867
433_#45,2076.0186328345862
433_#46,2089.6042111366305
433_#47,2082.519557806325
433_#48,2081.856350439075
433_#49,2086.9550007323887
433_#50,2118.580534890036
433_#51,2104.6227959707926
433_#52,2104.4162823080833
433_#53,2032.4949738527284
433_#54,2024.165644402136
433_#55,2029.4107774691372
433_#56,2014.1014952381536
433_#57,2017.216761032515
433_#58,2015.0950337924116
433_#59,2021.520003630694
433_#60,2031.1671265980174
433_#61,2051.9305252775
433_#62,2022.3198933244314
433_#63,2016.7878717877393
433_#64,2041.9597876408375
433_#65,2056.0658502628994
433_#66,2066.352605040298
433_#67,2080.0507445066382
433_#68,2099.8911416875417
433_#69,2063.1487803271825
433_#70,2082.359591739608
433_#71,2034.015171505459
433_#72,2046.755894648228
433_#73,2050.6822580087664
433_#74,2035.5792981535226
433_#75,2022.936299750776
433_#76,2035.3833880603397
433_#77,2014.9765205152037
433_#78,1945.2531298581805
433_#79,1953.6863650337023
433_#80,1953.105948083217
433_#81,1976.451680969994
433_#82,1992.8251333993578
433_#83,2011.5760510182256
433_#84,2005.4542142115597
433_#85,2009.4501341168523
433_#86,1967.5231674236506
433_#87,1998.1915341966414
433_#88,1938.3443134303438
433_#89,1916.7147752419548
433_#90,1973.844878669244
433_#91,1967.9575220324464
433_#92,2009.673024721556
433_#93,2016.488248181188
433_#94,1998.7809764475332
433_#95,1983.9919764230733
433_#96,1976.554525928553
433_#97,1986.2384230683986
433_#98,2017.4505960231045
433_#99,2052.993821906315
433_#100,2038.9669413797808
143_#1,13.89354012864698
143_#2,13.743562596823672
143_#3,13.633286746855365
143_#4,13.664492242095854
143_#5,13.59409071195008
143_#6,13.36425616082547
143_#7,13.518711679543797
143_#8,13.534438218571065
143_#9,13.468399705694882
143_#10,13.638031047346148
143_#11,13.470271590665467
143_#12,13.37316367551708
143_#13,13.401703124124754
143_#14,13.583618561215237
143_#15,13.603802023059945
143_#16,13.641456320255532
143_#17,13.58473339192401
143_#18,13.366799039193086
143_#19,13.62316995827601
143_#20,13.57926176323844
143_#21,13.584271032232072
143_#22,13.522966973037178
143_#23,13.418585149085116
143_#24,13.337961353943792
143_#25,13.30505259075907
143_#26,13.367329178216123
143_#27,13.440039811317668
143_#28,13.513514604179429
143_#29,13.5467835227427
143_#30,13.60106004357191
143_#31,13.734220327421326
143_#32,13.79289648768117
143_#33,13.897760458275284
143_#34,14.354613039480814
143_#35,14.3776780611078
143_#36,14.61128258143387
143_#37,14.76979228935734
143_#38,14.810205386151944
143_#39,14.947368377106384
143_#40,14.999660834326619
143_#41,14.481566230362112
143_#42,14.261505834032539
143_#43,14.064141503260657
143_#44,13.599243004522101
143_#45,13.624402676778805
143_#46,13.590959018746734
143_#47,13.820437900789875
143_#48,13.850409737014237
143_#49,13.808944390448438
143_#50,13.906989745201153
143_#51,13.731624806707416
143_#52,14.002505734867972
143_#53,13.950378115117404
143_#54,13.98778621124811
143_#55,13.773371446493071
143_#56,13.93298964021336
143_#57,13.846669340639751
143_#58,13.707027293657996
143_#59,13.658846826644218
143_#60,13.80703627674687
143_#61,13.87385717876042
143_#62,13.844650967562455
143_#63,13.857889471825517
143_#64,13.911223900558488
143_#65,13.700874771529806
143_#66,13.653774849591956
143_#67,13.195917173160897
143_#68,13.310608942979538
143_#69,12.81475684054914
143_#70,12.919686652380403
143_#71,13.132711168613502
143_#72,12.937020182433645
143_#73,13.048340308050534
143_#74,13.073029908616228
143_#75,12.963749524720741
143_#76,12.825043735201515
143_#77,12.456349064798667
143_#78,12.507191468945116
143_#79,12.148202316716645
143_#80,12.17497649030292
143_#81,12.226588403324389
143_#82,12.51183071817815
143_#83,12.544965676369658
143_#84,12.792607790318579
143_#85,12.941946930183258
143_#86,12.736940344623974
143_#87,12.840658651487074
143_#88,12.836482583922159
143_#89,13.075845794113429
143_#90,12.936465770207308
143_#91,13.094912928565051
143_#92,12.776482568546912
143_#93,12.504458767132963
143_#94,12.489796584724456
143_#95,12.446229283764866
143_#96,12.227125106890295
143_#97,12.103533625110725
143_#98,12.179624251683112
143_#99,12.250567370449541
143_#100,12.282230986559572
387_#1,616.2462381879119
387_#2,615.4274964306586
387_#3,620.7828909608662
387_#4,634.1248068415492
387_#5,651.1762164100414
387_#6,641.2238389170491
387_#7,643.8932647501904
387_#8,640.6239479317416
387_#9,641.0919594769036
387_#10,643.3685937471798
387_#11,646.1166290281446
387_#12,651.4129689055634
387_#13,656.030258644628
387_#14,666.0152817939467
387_#15,675.4376102647589
387_#16,678.4868775069394
387_#17,675.51215436467
387_#18,677.7606533005697
387_#19,679.6799674070122
387_#20,677.571650196745
387_#21,677.9650648832428
387_#22,673.0724236499698
387_#23,659.7289249294494
387_#24,654.5798121720704
387_#25,655.9000741855305
387_#26,655.4171473711973
387_#27,655.286792592161
387_#28,644.1018259502462
387_#29,638.7484319241432
387_#30,628.1191346203551
387_#31,628.352833723832
387_#32,630.960664983469
387_#33,632.7494508365768
387_#34,624.3244413295149
387_#35,625.4762274862578
387_#36,635.99956921226
387_#37,632.0259852266872
387_#38,625.9069205092668
387_#39,627.682540923065
387_#40,625.7425826771193
387_#41,630.0528892873798
387_#42,626.4939115352528
387_#43,620.5416263123423
387_#44,615.2619576201522
387_#45,614.4872163244075
387_#46,617.4596252111598
387_#47,622.4601283241793
387_#48,613.7200317231246
387_#49,609.9594061712837
387_#50,613.2649635767691
387_#51,608.4882362120699
387_#52,606.3119936211702
387_#53,609.8886484937143
387_#54,618.3616455602853
387_#55,617.7288346845263
387_#56,618.7174603099371
387_#57,620.5255477580479
387_#58,613.0783871830312
387_#59,623.7369196585255
387_#60,628.354813379411
387_#61,635.4836381991004
387_#62,641.5797628309099
387_#63,631.2899444066759
387_#64,631.2366755851052
387_#65,626.6612845228324
387_#66,626.58762075958
